epoch,lr,train_loss,val_loss,train_acc,val_acc,train_time_taken,val_time_taken,val_conf_mat
967,2.061073738537982e-06,0.0734,0.0813,97.33,97.12,29.59,1.91,"[2913, 5, 26, 6, 2931, 25, 167, 78, 4787]"
968,9.549150281253385e-07,0.0776,0.0878,97.22,96.81,31.06,1.73,"[2922, 2, 20, 6, 2931, 25, 226, 62, 4744]"
969,2.4471741852426897e-07,0.0766,0.0841,97.3,97.04,31.26,1.76,"[2914, 3, 27, 6, 2933, 23, 177, 80, 4775]"
970,0.0,0.0756,0.0809,97.29,97.1,31.54,1.72,"[2914, 5, 25, 6, 2931, 25, 169, 80, 4783]"
971,2.447174185242324e-07,0.0789,0.0799,97.18,97.11,30.76,1.78,"[2913, 3, 28, 6, 2929, 27, 184, 60, 4788]"
972,9.549150281251608e-07,0.0742,0.0824,97.34,97.13,31.48,1.64,"[2915, 3, 26, 6, 2931, 25, 183, 63, 4786]"
973,2.0610737385373423e-06,0.0779,0.0812,97.16,97.08,30.02,1.74,"[2914, 3, 27, 6, 2929, 27, 186, 63, 4783]"
974,3.45491502812472e-06,0.0782,0.0804,97.14,97.14,30.65,1.77,"[2914, 4, 26, 6, 2931, 25, 165, 79, 4788]"
975,4.999999999999465e-06,0.0778,0.0807,97.23,97.09,30.09,1.68,"[2913, 5, 26, 6, 2929, 27, 177, 70, 4785]"
976,6.545084971873926e-06,0.0783,0.0818,97.17,97.11,31.41,1.77,"[2918, 4, 22, 6, 2929, 27, 170, 79, 4783]"
977,7.938926261461304e-06,0.0765,0.0871,97.17,97.08,31.84,1.72,"[2918, 2, 24, 6, 2931, 25, 193, 62, 4777]"
978,9.045084971873485e-06,0.0764,0.0822,97.28,97.17,31.58,1.79,"[2921, 2, 21, 6, 2931, 25, 178, 70, 4784]"
979,9.75528258147441e-06,0.0783,0.0861,97.15,96.8,31.48,1.78,"[2917, 2, 25, 6, 2931, 25, 223, 62, 4747]"
980,9.999999999998642e-06,0.0777,0.0824,97.21,97.13,31.42,1.7,"[2918, 2, 24, 6, 2929, 27, 176, 71, 4785]"
981,9.755282581474515e-06,0.0769,0.0844,97.21,96.8,31.53,1.75,"[2919, 2, 23, 6, 2929, 27, 217, 68, 4747]"
982,9.045084971873515e-06,0.0758,0.0738,97.38,97.53,31.28,1.64,"[2915, 2, 27, 6, 2931, 25, 132, 70, 4830]"
983,7.938926261461346e-06,0.0781,0.0749,97.27,97.58,30.36,1.76,"[2916, 2, 26, 6, 2929, 27, 128, 69, 4835]"
984,6.5450849718739746e-06,0.0764,0.079,97.22,97.27,31.38,1.76,"[2917, 2, 25, 6, 2931, 25, 158, 79, 4795]"
985,4.999999999999516e-06,0.0778,0.0792,97.23,97.15,31.47,1.73,"[2913, 2, 29, 6, 2931, 25, 163, 79, 4790]"
986,3.4549150281247684e-06,0.079,0.0842,97.21,96.84,30.6,1.74,"[2919, 2, 23, 6, 2931, 25, 208, 74, 4750]"
987,2.0610737385373826e-06,0.076,0.0811,97.28,97.2,31.61,1.7,"[2918, 2, 24, 6, 2942, 14, 177, 76, 4779]"
988,9.549150281251902e-07,0.0763,0.078,97.21,97.24,30.44,1.68,"[2914, 3, 27, 6, 2931, 25, 166, 70, 4796]"
989,2.447174185242481e-07,0.0767,0.0765,97.22,97.22,31.14,1.76,"[2911, 2, 31, 6, 2931, 25, 174, 62, 4796]"
990,0.0,0.0769,0.0794,97.17,96.81,31.71,1.69,"[2918, 2, 24, 6, 2931, 25, 214, 70, 4748]"
991,2.447174185242324e-07,0.0765,0.081,97.31,96.85,31.38,1.64,"[2916, 2, 26, 6, 2927, 29, 215, 62, 4755]"
992,9.549150281252273e-07,0.0782,0.0785,97.13,97.2,30.49,1.74,"[2912, 2, 30, 6, 2927, 29, 165, 70, 4797]"
993,2.061073738537765e-06,0.0762,0.0793,97.24,97.15,30.89,1.76,"[2913, 3, 28, 6, 2929, 27, 172, 71, 4789]"
994,3.4549150281253575e-06,0.0767,0.0841,97.3,97.17,30.09,1.79,"[2918, 2, 24, 6, 2931, 25, 183, 62, 4787]"
995,5.000000000000037e-06,0.0752,0.0832,97.2,97.11,30.55,1.74,"[2912, 5, 27, 6, 2931, 25, 174, 71, 4787]"
996,6.545084971874713e-06,0.0787,0.0836,97.19,97.12,31.29,1.76,"[2917, 1, 26, 6, 2927, 29, 185, 60, 4787]"
997,7.938926261462295e-06,0.0763,0.0756,97.3,97.49,31.82,1.77,"[2917, 1, 26, 6, 2931, 25, 139, 71, 4822]"
998,9.04508497187465e-06,0.0761,0.0823,97.28,96.82,31.72,1.75,"[2918, 2, 24, 6, 2931, 25, 220, 63, 4749]"
999,9.755282581475705e-06,0.0762,0.0747,97.28,97.49,31.96,1.7,"[2913, 2, 29, 6, 2927, 29, 136, 67, 4829]"
